geneID	geneLength	geneProduct	BUBUP	BUBUG	BUBUN	BUBUO	BUBUC	BUBUH
650471128	1461	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A (EC 6.3.5.-)	140.2	6.3	135.3	179.25	230.34	424.4
650471129	294	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (EC 6.3.5.-)	143.03	4.47	82.67	156.94	333.51	394.89
650471130	1746	aspartyl-tRNA synthetase	276.58	11.29	232	320.7	551.19	706.59
650471131	156	hypothetical protein	95.65	42.11	207.73	215.84	178.48	81.78
650471132	1134	4Fe-4S ferredoxin iron-sulfur binding domain protein	141.15	120.5	110.02	175.95	145.18	133.88
650471133	435	Protein of unknown function DUF2871	1911.54	4331.23	2588.73	2161.59	2340.36	2396.17
650471134	747	Enoyl-CoA hydratase/isomerase	19.97	8.79	13.01	13.36	3.24	15.37
650471135	672	Methyltransferase type 12	38.35	21.51	19.29	38.97	41.43	62.65
650471136	393	hypothetical protein	269.22	113.67	404.04	377.61	129.37	292.17
650471137	573	flavin reductase domain protein FMN-binding protein	44.98	22.93	39.59	80.53	57.04	66.8
650471138	528	methylated-DNA/protein-cysteine methyltransferase	750.17	2349.03	521.68	670.77	2398.13	2232.66
650471139	885	NLPA lipoprotein	308.08	1726.58	292.93	294.51	1670.12	1401.22
650471140	711	binding-protein-dependent transport systems inner membrane component	255.65	1467.24	232.45	268.36	1397.81	1196.85
650471141	822	ABC transporter related protein	546.22	1630.34	506.58	558.3	1985.15	1797.3
650471142	447	transcriptional regulator, BadM/Rrf2 family	75.87	182.24	79.75	150.65	129.99	125.58
650471143	1164	cystathionine gamma-lyase (EC 4.4.1.1)	36.13	216.72	27.84	41.78	201.75	137.01
650471144	909	cystathionine beta-synthase (acetylserine-dependent) (EC 4.2.1.-)	74.61	491.43	81.99	69.97	495.4	370.53
650471145	435	hypothetical protein	21.83	120.82	29.8	17.2	144.71	123.18
650471146	1212	protein of unknown function DUF214	90.66	869.41	53.47	65.85	841.98	690.54
650471147	672	ABC transporter related protein	10.09	93.85	4.82	24.12	99.08	58.85
650471148	540	GCN5-related N-acetyltransferase	25.12	209.25	15	30.02	264.52	144.12
650471149	1476	oxidoreductase/nitrogenase component 1	99.25	315.11	63.67	56.61	278.85	193.62
650471150	1344	oxidoreductase/nitrogenase component 1	31.29	203.34	22.91	22.27	197.25	99.67
650471151	336	Dinitrogenase iron-molybdenum cofactor biosynthesis protein	20.19	199.43	24.11	7.42	154.92	117.71
650471152	876	Radical SAM domain protein	27.87	245.97	25.89	17.08	212.81	135.45
650471153	1317	Cysteine synthase	43.26	1010.59	30.76	38.82	830	526.02
650471154	1062	extracellular solute-binding protein family 3	72.81	962.51	50.35	65.76	918.73	556.21
650471155	1068	binding-protein-dependent transport systems inner membrane component	34.29	426.88	25.79	30.36	346.84	255.64
650471156	804	ABC transporter related protein	6.75	295.78	12.09	9.31	264.99	133.29
650471157	855	nitrogenase iron protein	60.29	328.85	51.17	58.34	302.99	179.06
650471158	744	hypothetical protein	211.49	67.11	174.22	204.49	169.21	209.2
650471159	711	purine nucleoside phosphorylase	3.82	11.09	4.56	1.75	6.81	5.38
650471160	1068	basic membrane lipoprotein	3.81	6.15	4.55	9.34	4.53	9.56
650471161	1530	hypothetical protein	8.87	11.16	8.47	5.71	10.29	8.34
650471162	843	(Formate-C-acetyltransferase)-activating enzyme	1.61	0	0	0	1.44	0
650471163	1563	ABC transporter related protein	0	2.52	0	0.8	0.77	0.82
650471164	1119	inner-membrane translocator	0	1.17	1.45	1.11	2.16	0
650471165	936	inner-membrane translocator	5.8	4.21	1.73	2.66	2.59	1.36
650471166	417	cytidine deaminase (EC 3.5.4.5)	0	0	3.89	0	0	0
650471167	669	deoxyribose-phosphate aldolase	2.03	1.96	2.42	5.59	0	0
650471168	780	two component transcriptional regulator, AraC family	5.22	18.53	12.46	6.4	7.76	8.18
650471169	1725	signal transduction histidine kinase, LytS	3.93	6.85	7.51	3.61	6.32	4.44
650471170	1656	binding-protein-dependent transport systems inner membrane component	1.64	2.38	3.91	1.51	1.46	0.77
650471171	1104	ABC transporter related protein	1.23	2.38	0	2.26	1.1	2.31
650471172	1107	extracellular solute-binding protein family 1	47.79	21.36	60.01	63.09	28.43	23.05
650471173	363	transcriptional repressor, CopY family	11.21	21.72	8.93	13.74	33.35	14.06
650471174	2265	peptidase M56 BlaR1	8.98	16.82	5.72	8.26	11.22	10.14
650471175	135	hypothetical protein	10.05	38.93	12	9.24	35.87	85.05
650471176	414	hypothetical protein	3.28	6.35	0	15.06	14.62	21.57
650471177	1137	glycerate kinase	14.32	39.29	7.13	26.32	64.94	62.84
650471178	189	hypothetical protein	78.95	69.52	51.44	112.17	57.64	74.25
650471179	1446	PglZ domain protein	0.94	6.36	1.12	1.72	7.53	7.94
650471180	2670	SNF2-related protein	0	4.92	0.61	0	9.07	10.03
650471181	2556	DNA methylase N-4/N-6 domain protein	0.53	6.68	1.27	1.46	9.47	12.48
650471182	1152	Integrase catalytic region	146.01	52.46	123.77	191.61	104.03	143.97
650471183	969	Protein of unknown function DUF2971	19.6	18.98	5.02	7.72	13.74	19.75
650471184	741	HhH-GPD family protein	3.66	3.55	4.37	3.37	3.27	5.17
650471185	402	hypothetical protein	0	3.27	0	3.1	9.03	9.52
650471186	831	HNH endonuclease	3.26	7.91	1.95	3	5.83	6.14
650471187	396	NUDIX hydrolase	6.85	3.32	0	12.6	24.46	12.89
650471188	1050	Integrase catalytic region	46.51	32.53	30.86	38.01	38.05	24.3
650471189	1569	Resolvase domain protein	0	1.67	0	0	2.31	0.81
650471190	456	Recombinase	0	0	0	0	0	0
650471191	1569	Resolvase domain protein	0	0	0	0	0	0
650471192	219	hypothetical protein	0	0	0	0	0	0
650471193	1005	N-acetylmuramoyl-L-alanine amidase family 2	0	0	0	0	0	0
650471194	420	toxin secretion/phage lysis holin	0	0	0	0	0	0
650471195	2469	hypothetical protein	4.94	11.71	7.22	1.52	9.81	5.68
650471196	576	hypothetical protein	2.35	0	0	0	2.1	0
650471197	195	hypothetical protein	0	0	0	0	0	0
650471198	2523	phage minor structural protein	0	0.52	0.64	0	0.96	0
650471199	774	phage tail component	0	0	0	0	0	0
650471200	2187	hypothetical protein	0	0	0	0	0	0
650471201	192	hypothetical protein	0	0	0	0	0	0
650471202	384	hypothetical protein	0	0	0	0	0	0
650471203	600	phage major tail protein, phi13 family	0	0	0	0	0	0
650471204	345	hypothetical protein	0	0	0	0	0	0
650471205	432	phage protein, HK97 gp10 family	0	0	0	0	0	0
650471206	336	head-tail joining family protein	0	0	0	0	0	0
650471207	309	Bacteriophage QLRG family, putative DNA packaging	0	0	0	0	0	0
650471208	1203	phage major capsid protein, HK97 family	0	0	0	0	0	0
650471209	726	peptidase S14 ClpP	0	0	0	0	0	0
650471210	1323	phage portal protein, HK97 family	0	0	0	0	0	0
650471211	2670	Terminase	0	0	0	0	0	0
650471212	195	hypothetical protein	0	6.74	0	0	0	6.54
650471213	468	AIG2 family protein	5.8	0	0	2.66	0	2.73
650471214	900	Putative amidoligase enzyme	0	0	0	0	0	0
650471215	231	hypothetical protein	0	0	0	0	0	0
650471216	336	hypothetical protein	0	0	0	0	0	0
650471217	693	hypothetical protein	0	0	0	0	0	0
650471218	1254	DNA methylase N-4/N-6 domain protein	0	0	0	0	0	0
650471219	1299	DNA methylase N-4/N-6 domain protein	0	0	1.25	0.96	0	0
650471220	552	hypothetical protein	0	0	0	0	0	0
650471221	360	HNH endonuclease	0	0	0	0	0	0
650471222	243	hypothetical protein	5.58	0	0	0	0	0
650471223	456	hypothetical protein	5.95	8.64	0	0	15.93	11.19
650471224	288	VRR-NUC domain-containing protein	0	13.69	0	0	8.41	13.29
650471225	1536	hypothetical protein	7.06	27.37	3.16	4.87	14.19	7.48
650471226	678	ABC transporter related protein	0	1.94	2.39	0	1.79	1.88
650471227	2520	protein of unknown function DUF214	2.69	5.21	1.29	0	5.28	6.58
650471228	1008	integral membrane sensor signal transduction histidine kinase	29.61	48.23	19.29	18.56	38.43	32.91
650471229	675	two component transcriptional regulator, winged helix family	20.1	46.72	33.61	14.78	43.04	52.92
650471230	777	hypothetical protein	22.7	184.31	35.45	35.31	143.33	151.06
650471231	537	hypothetical protein	270.28	300.94	114.66	232.23	410.27	496.54
650471232	723	hypothetical protein	46.9	92.68	40.34	53.47	184.17	165.87
650471233	159	hypothetical protein	0	0	0	0	0	0
650471234	138	hypothetical protein	0	19.04	11.74	9.04	8.77	0
650471235	1368	23S rRNA m(5)U-1939 methyltransferase (EC 2.1.1.190)	9.92	10.56	7.11	5.47	8.85	11.19
650471236	801	ABC transporter related protein	948.35	283.77	722.15	515.33	279.59	364.74
650471237	1047	transport system permease protein	3021.3	171.92	3811.61	2869.33	188.46	185.22
650471238	957	periplasmic binding protein	119.06	26.09	132.06	100.34	30.36	39.99
650471239	1167	hypothetical protein	610.24	370.4	306.84	568.5	608.9	707.32
650471240	930	Peptidase M23	51.05	67.81	29.62	40.23	62.48	34.3
650471241	438	protein of unknown function DUF583	65.04	68.99	40.69	48.4	19.35	0
650471242	672	sporulation protein YunB	0	3.91	0	0	5.4	3.8
650471243	2475	penicillin-binding protein, 1A family	266.91	86.53	135.51	190.46	124.23	145.88
650471244	1209	protein of unknown function DUF214	97.61	18.47	71.03	115.53	69.09	71.76
650471245	1266	efflux transporter, RND family, MFP subunit	76.07	29.06	47.35	74.86	80.32	62.48
650471246	741	ABC transporter related protein	58.58	58.51	63.41	82.46	68.61	80.92
650471247	1089	outer membrane efflux protein	205.53	113.41	185.98	281.71	135.61	107.78
650471248	1152	hypothetical protein	127.17	82.12	94.24	103.92	93.52	78.63
650471249	834	glutamate 5-kinase (EC 2.7.2.11)	52.05	129.18	36.91	59.81	140.79	134.62
650471250	1002	hypothetical protein	166.51	76.05	118.04	143.13	88.19	81.49
650471251	693	NifU-like domain-containing protein	39.15	54.98	37.41	48.59	64.63	47.87
650471252	393	hypothetical protein	0	0	0	3.17	0	0
650471253	351	hypothetical protein	1163.25	722.44	1361.78	1158.25	641.48	610.64
650471254	555	Rubrerythrin	452.16	587.1	502.14	496.58	894.26	894.21
650471256	789	protein of unknown function DUF218	5.16	59.95	2.05	0	19.95	19.4
650471257	2445	peptidase S16, lon-like protein	2.77	60.19	5.96	1.53	24.76	18.78
650471258	459	[SSU ribosomal protein S18P]-alanine acetyltransferase (EC 2.3.1.128)	23.64	45.8	7.06	16.3	110.77	91.72
650471259	711	peptidase M22 glycoprotease	122.1	27.72	84.32	131.55	83.43	129.2
650471260	486	Uncharacterized protein family UPF0079, ATPase	72.57	18.92	43.34	69.28	94.65	89.25
650471261	1203	amidohydrolase	187.18	69.9	189.91	189.7	212.32	239.68
650471262	960	copper amine oxidase-like domain-containing protein	144.13	333.94	210.97	136.4	413.6	532.91
650471263	384	hypothetical protein	3.53	82.12	12.66	6.5	59.9	76.42
650471264	534	hypothetical protein	25.4	24.6	9.1	18.68	27.2	26.28
650471265	312	hypothetical protein	82.61	84.22	83.09	91.93	108.64	81.78
650471266	393	SSU ribosomal protein S9P	759.35	260.77	305.09	701.28	258.74	207.76
650471267	438	LSU ribosomal protein L13P	77.42	74.99	44.39	68.33	102.26	110.69
650471268	396	hypothetical protein	4987.45	5268.73	4934.5	5800.76	3463.46	3808.09
650471269	1083	DNA integrity scanning, DisA, linker region	190.38	499.83	200.48	201.51	445.98	400.53
650471270	1365	DNA repair protein RadA	86.46	327.26	87.84	90.45	282.01	259.83
650471271	1935	glycoside hydrolase 15-related protein	114.97	160.24	114.72	108.92	165.16	178.02
650471272	1257	glycosyl transferase family 2	1.08	1.05	1.29	1.98	2.89	3.04
650471273	2457	ATPase AAA-2 domain protein	653.67	444.91	837.51	824.27	352.76	329.73
650471274	1023	ATP:guanido phosphotransferase	331.49	244.02	402.3	519.31	189.33	190.81
650471275	507	UvrB/UvrC protein	687.6	562.34	882.05	892.87	393.96	395.07
650471276	462	transcriptional repressor, CtsR	396.37	329.89	469.95	550.65	222.72	204.35
650471277	2088	translation elongation factor G	49.37	668.89	48.89	45.99	282.92	131.37
650471278	1026	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (EC 2.5.1.54)	663.7	245.87	510.09	713.48	506.16	605.57
650471279	1098	Prephenate dehydrogenase	890.73	477.44	705.37	840.47	856.63	1159.61
650471280	1272	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	472.42	301.61	370.68	419.61	481.55	674.01
650471281	654	CoA-binding domain protein	416.9	845.78	468.25	480.52	662.64	594.99
650471282	1917	ABC transporter related protein	480.46	287.86	442.05	418.29	328.36	300.15
650471283	1512	Peptidoglycan-binding lysin domain	5.38	8.69	5.36	2.47	2.4	3.38
650471284	765	ABC transporter related protein	310.31	470.59	258.4	255.93	351.29	241.82
650471285	810	cobalt ABC transporter, inner membrane subunit CbiQ	442.11	643.96	334.06	437.24	596.3	374.87
650471286	1059	cobalamin (vitamin B12) biosynthesis CbiM protein	794.16	1078.14	657.91	886.73	937.33	795.12
650471287	723	cell wall hydrolase/autolysin	5.63	112.67	4.48	10.35	125.57	116.46
650471288	933	response regulator receiver modulated diguanylate cyclase	24.72	519.63	27.79	26.73	579.96	682.34
650471289	6903	Ig domain protein group 2 domain protein	17.29	50.63	26.52	19.33	31.74	29.39
650471290	210	hypothetical protein	122.73	137.64	69.44	142.52	92.23	103.28
650471291	1665	hypothetical protein	6.52	4.73	8.76	7.49	1.45	1.53
650471292	540	RNA polymerase, sigma-24 subunit, ECF subfamily	0	0	3	2.31	2.24	0
650471293	2253	peptidase M56 BlaR1	13.25	11.66	14.38	9.96	6.98	11.33
650471294	375	transcriptional repressor, CopY family	43.41	42.04	82.09	63.18	41.97	51.03
650471295	789	Urease accessory protein UreD	98	8.33	96.52	88.51	47.56	153.61
650471296	609	urease accessory protein UreG	62.37	2.16	69.17	47.1	57.64	148.74
650471297	723	Urease accessory protein UreF	71.29	5.45	26.89	58.65	61.95	125.29
650471298	1719	urease, alpha subunit	190.96	3.06	174.38	178.46	162.67	295.39
650471299	369	urease, beta subunit	117.63	3.56	57.08	98.01	170.59	297.34
650471300	303	urease, gamma subunit	223.84	8.67	187.16	160.51	243.7	421.06
650471301	696	urea ABC transporter, ATP-binding protein UrtE	118.89	1.89	97.78	127.22	193.06	276.79
650471302	765	urea ABC transporter, ATP-binding protein UrtD	150.72	1.72	160.97	130.41	273.75	408.59
650471303	1149	urea ABC transporter membrane protein	445.08	3.43	387.8	464.53	562.6	940.48
650471304	909	urea ABC transporter, permease protein UrtB	425.3	1.45	372.54	393.74	623.24	985.28
650471305	1260	urea-binding protein	1915.22	3.13	1849.18	1958.69	1765.84	2867.53
650471306	1089	two component transcriptional regulator, AraC family	23.67	3.62	20.83	21.76	66.7	89.04
650471307	2799	multi-sensor hybrid histidine kinase	41.68	1.88	39.36	48.12	95.15	131.27
650471308	1092	response regulator receiver sensor signal transduction histidine kinase	83.23	52.94	99.41	79.94	87.57	81.78
650471309	975	copper amine oxidase-like domain-containing protein	1.39	5.39	1.66	2.56	2.48	0
650471310	573	hypothetical protein	0	4.59	0	4.35	6.34	2.23
650471311	576	hypothetical protein	11.77	11.41	8.44	6.5	6.3	11.07
650471312	1215	hypothetical protein	1.12	0	1.33	0	0	1.05
650471313	2070	hypothetical protein	0	0	0	0	0	0
650471314	1224	transposase mutator type	0	0	0	0	0	0
650471315	687	hypothetical protein	13.82	17.21	7.08	14.52	21.14	11.14
650471316	969	copper amine oxidase-like domain-containing protein	1.4	18.98	3.34	1.29	2.5	3.95
650471317	564	hypothetical protein	9.62	18.64	8.62	8.84	21.46	22.62
650471318	1215	hypothetical protein	12.28	21.63	21.34	21.55	12.95	9.45
650471319	2070	hypothetical protein	1.31	1.9	1.57	1.2	6.43	3.7
650471320	2796	hypothetical protein	15.52	18.8	11.59	17.84	22.95	23.27
650471321	972	copper amine oxidase-like domain-containing protein	8.37	16.22	15	8.98	51.06	31.5
650471322	585	hypothetical protein	16.23	31.44	11.08	10.66	72.42	54.52
650471323	3339	hypothetical protein	7.72	12.99	4.37	7.1	26.1	29.8
650471324	1218	transposase IS4 family protein	18.93	60.41	17.29	17.41	22.86	17.81
650471325	1215	hypothetical protein	5.58	5.41	5.33	9.24	1	3.15
650471326	2703	hypothetical protein	6.02	13.12	5.39	3.69	21.94	17.94
650471327	810	copper amine oxidase-like domain-containing protein	6.7	12.98	2	9.24	23.91	9.45
650471328	594	hypothetical protein	11.42	28.75	8.18	2.1	38.72	23.63
650471329	963	hypothetical protein	280.31	199.19	363.43	304.32	148.33	145.73
650471330	510	hypothetical protein	292.57	275.65	273.22	278.76	358.41	360.23
650471331	1860	glycoside hydrolase family 10	828.47	784.79	832.79	981.56	751.05	689.35
650471332	1062	iron-only hydrogenase maturation protein HydE	2299.11	2087.09	2317.52	2168.87	1366.69	1380.32
650471333	936	cysteine synthase A	1147.79	887.14	759.94	804.73	769.51	572.48
650471334	810	PP-loop domain protein	175.84	167.07	140.02	157.04	164.39	163.81
650471335	1293	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	160.51	173.76	91.48	138.88	190.05	159.85
650471336	450	transcriptional regulator, BadM/Rrf2 family	189.91	417.52	212.44	235.56	465.38	368.57
650471337	462	transcriptional regulator, BadM/Rrf2 family	255.44	153.57	161.33	251.03	269.88	245.77
650471338	918	homoserine O-succinyltransferase (EC 2.3.1.46)	492.06	417.92	381.24	539.31	639.55	610.11
650471339	1392	integral membrane sensor signal transduction histidine kinase	78.93	212.37	61.69	54.65	128.71	116.4
650471340	705	two component transcriptional regulator, winged helix family	21.16	68.95	20.68	7.08	36.06	32.57
650471341	2232	copper-translocating P-type ATPase	418.13	997.17	505.25	443.63	405.14	305.23
650471342	1500	Heavy metal transport/detoxification protein	68.73	59.56	74.53	41.57	41.16	43.38
650471343	492	hypothetical protein	5.51	8.01	0	5.07	2.46	7.78
650471344	594	protein of unknown function DUF1113	278.6	437.96	231.86	340.11	413.7	311.43
650471350	891	Hsp33 protein	42.63	20.64	56.37	39.19	28.53	44.39
650471351	201	cold-shock DNA-binding protein family	2227.05	1751.82	1313.96	1526.26	1547.79	1415.45
650471352	321	methylated-DNA/protein-cysteine methyltransferase	54.94	45.02	20.19	27.19	26.4	3.97
650471353	735	Methyltransferase type 11	7.38	41.11	2.2	8.48	39.53	12.15
650471354	174	small acid-soluble spore protein beta	296.24	30.2	260.74	315.35	104.36	190.64
650471355	1290	carboxyl-terminal protease	133.54	57.04	91.69	116.97	77.89	85.05
650471356	1128	Peptidase M23	44.49	79.2	33.04	47.54	59.02	36.19
650471357	885	protein of unknown function DUF214	39.85	108.38	18.31	32.41	110.79	73.52
650471358	708	cell division ATP-binding protein FtsE	34.49	102.07	27.46	35.23	143.62	115.33
650471359	1086	transcriptional regulator, CdaR family	214.84	572.25	164.12	259.52	700.01	762.43
650471360	1113	carbohydrate ABC transporter ATP-binding protein, CUT1 family (TC 3.A.1.1.-)	1067.63	1231.23	933.16	1554.07	1605.34	1863.85
650471361	1041	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	1.3	15.15	0	0	11.63	8.58
650471362	915	N-acetylglutamate kinase (EC 2.7.2.8)	1.48	12.92	5.31	2.73	15.88	13.94
650471363	663	type IV pilus assembly PilZ	349.86	725.3	337.25	398.76	765.03	648.49
650471364	1203	acetylornithine aminotransferase apoenzyme (EC 2.6.1.11)	13.53	65.53	9.43	6.22	98.61	83.78
650471365	1065	carbamoyl-phosphate synthase small subunit	15.28	46.88	12.17	9.37	87.52	65.89
650471366	3204	carbamoyl-phosphate synthase, large subunit	5.5	42.24	11.63	8.17	40.8	30.26
650471367	924	ornithine carbamoyltransferase	32.3	99.54	26.3	24.29	82.54	52.47
650471368	477	GCN5-related N-acetyltransferase	59.72	179.04	27.17	33.99	98.97	64.19
650471369	948	transposase IS4 family protein	5.72	4.16	13.67	19.73	3.83	10.77
650471370	2214	Dockerin type 1	2.45	10.09	1.46	2.25	9.29	8.64
650471371	390	hypothetical protein	3.48	23.58	8.31	0	37.25	26.17
650471372	444	cell division membrane protein-like protein	769.89	1115.6	999.9	867.89	1172.36	1232.7
650471373	348	transcriptional regulator, PadR family	1816.43	1649.88	1564.41	1967.36	2080.16	2122.68
650471374	762	metallophosphoesterase	21.36	48.28	21.26	19.64	55.6	41.86
650471375	327	hypothetical protein	12.44	12.05	0	0	14.81	11.7
650471376	870	Serine-type D-Ala-D-Ala carboxypeptidase	21.83	34.73	16.76	14.33	48.7	38.13
650471377	1224	transposase mutator type	0	0	0	0	0	1.04
650471378	876	Pyridoxal-5'-phosphate-dependent protein beta subunit	3.1	4.5	1.85	0	0	1.46
650471379	738	polysaccharide deacetylase	0	1.78	0	0	1.64	0
650471380	5502	amino acid adenylation domain protein	0.25	0.72	0.29	0.91	0.66	0.46
650471381	1233	glycosyl transferase family 28	0	4.26	2.63	0	0	2.07
650471382	1212	glycosyl transferase family 28	2.24	21.68	1.34	4.12	17.98	11.58
650471383	1878	amino acid adenylation domain protein	10.83	30.78	18.12	11.29	14.18	13.59
650471384	2889	copper amine oxidase-like domain-containing protein	18.31	18.65	16.83	15.11	20.95	13.69
650471385	1473	copper amine oxidase-like domain-containing protein	45.12	48.17	29.7	46.56	42.73	31.18
650471386	1242	hypothetical protein	57.89	45.49	44.36	34.14	52.63	46.22
650471387	3873	Carbohydrate binding family 6	35.37	35.62	21.34	28.01	38.44	33.6
650471388	477	transposase IS200-family protein	0	0	0	0	0	0
650471389	1608	copper amine oxidase-like domain-containing protein	930.47	601.37	770.84	1031.47	907.9	989.38
650471390	798	hypothetical protein	15.3	24.7	8.12	20.32	9.1	19.19
650471391	1281	Tetratricopeptide TPR_1 repeat-containing protein	26.47	74.87	13.91	20.44	63.31	65.73
650471392	1392	integral membrane sensor signal transduction histidine kinase	26.31	104.77	31.43	30.46	104.36	88.9
650471393	687	two component transcriptional regulator, winged helix family	27.64	126.22	33.02	50.83	158.58	222.85
650471394	2718	ATPase, P-type (transporting), HAD superfamily, subfamily IC	18.47	18.85	17.29	17.89	26.72	23
650471395	1461	arginine decarboxylase (EC 4.1.1.19)	84.49	84.53	69.87	96.45	97.77	127.49
650471396	699	MgtC/SapB transporter	40.75	46.99	46.36	53.52	72.74	82.13
650471397	699	stage II sporulation protein R	0	3.76	0	1.78	0	1.83
650471398	345	transcriptional regulator, PadR-like family	7.86	15.23	18.79	7.23	14.04	33.28
650471399	969	hypothetical protein	9.8	14.91	5.02	3.86	13.74	10.53
650471400	1629	CTP synthase (EC 6.3.4.2)	44.13	49.2	27.85	38.28	87.69	91.63
650471401	618	hypothetical protein	24.14	23.39	18.35	28.25	78.35	84.64
650471402	1653	Hedgehog/intein hint domain protein	9.03	8.74	5.88	9.81	27.1	20.07
650471403	1518	carboxyl-terminal protease	80.42	135.02	60.84	89.55	173.05	169.77
650471404	1566	S-layer domain-containing protein	54.57	157.73	62.08	62.11	234.99	228.11
650471405	3006	S-layer domain-containing protein	3.16	81.73	2.7	3.32	123.23	124.36
650471406	636	Zn-dependent hydrolase of the beta-lactamase fold-like protein	59.72	49.58	20.38	54.9	83.75	62.19
650471407	678	Abortive infection protein	148.05	249.98	117.1	158.18	137.48	158.06
650471408	1695	arginyl-tRNA synthetase (EC 6.1.1.19)	664.23	453.46	542.96	665.1	398.51	367.31
650471409	468	Domain of unknown function DUF1934	72.46	81.41	69.24	71.95	90.53	103.59
650471410	807	glutamate racemase (EC 5.1.1.3)	100.85	130.25	46.18	84.99	151.5	142.28
650471411	1131	D-alanine/D-alanine ligase	52.77	80.16	34.38	59.54	93.12	101.52
650471412	1335	magnesium transporter	57.92	84.64	48.55	66.32	97.02	92.7
650471413	138	hypothetical protein	39.32	85.69	11.74	18.07	114.04	92.45
650471414	741	RDD domain containing protein	42.1	131.21	24.05	47.12	73.51	72.31
650471415	216	regulatory protein, FmdB family	0	6.08	0	0	5.6	5.91
650471416	900	Lipoprotein LpqB, GerMN domain	369.26	532.85	543.7	462.8	310.7	279.26
650471417	663	deoxyribose-phosphate aldolase	505.35	675.76	694.06	607.55	474.72	406.03
650471418	549	protein of unknown function DUF458	1722.16	1349.76	1186.44	2280.62	1331.8	1352.49
650471419	894	FAD-dependent pyridine nucleotide-disulfide oxidoreductase	402.09	820.06	328.04	488.23	677.03	630.77
650471420	1284	FAD-dependent pyridine nucleotide-disulfide oxidoreductase	99.31	207.72	98.43	71.87	144.25	115.26
650471421	597	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	147.69	349.92	141.13	162.93	194.66	138.91
650471422	669	cytochrome c biogenesis protein transmembrane region	93.27	186.57	72.66	117.44	166.47	188.8
650471423	324	hypothetical protein	0	0	0	0	0	0
650471424	462	hypothetical protein	0	0	0	0	0	0
650471425	375	hypothetical protein	3.62	0	0	0	3.23	0
650471426	705	spore cortex-lytic enzyme	1.92	1.86	2.3	0	3.43	3.62
650471427	864	hypothetical protein	32.97	28.89	7.5	25.98	26.62	14.77
650471428	2157	Tex-like protein	42.13	34.72	18.03	34.11	35.92	18.34
650471429	933	1-phosphofructokinase	58.16	397.12	55.57	52.13	203.7	123.07
650471430	1341	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)	51.59	338.02	64.04	39.99	174.22	138.9
650471431	198	hypothetical protein	20.55	72.99	0	25.19	42.8	70.88
650471432	966	UV-damage endonuclease	5.62	16.32	13.42	9.04	20.05	19.81
650471433	735	Methyltransferase type 11	7.38	28.6	6.61	6.79	31.29	31.24
650471434	1083	Peptidoglycan-binding domain 1 protein	413.33	411.27	303.71	322.42	542.11	583.12
650471435	2451	nucleotidyltransferase	55.9	333.42	60.82	55.46	213.86	173.33
650471436	963	pseudouridine synthase, RluA family	4.23	38.2	0	18.13	20.11	26.5
650471437	2514	glycoside hydrolase family 10	122.48	287.96	115.37	135.92	100.16	40.6
650471438	1530	alkyl hydroperoxide reductase, F subunit	5472.01	10610.54	5308.81	5730	4990.07	3316.26
650471439	564	peroxiredoxin	4653.87	13096.72	5133.77	5063.46	6357.42	4931.31
650471440	141	hypothetical protein	9.62	55.91	0	0	25.76	9.05
650471441	327	hypothetical protein	0	12.05	0	0	14.81	3.9
650471442	1737	hypothetical protein	6.25	40.85	4.66	3.59	31.36	21.3
650471443	3201	cell division protein FtsK/SpoIIIE	2.12	16.42	3.04	3.51	24.2	14.35
650471444	1380	hypothetical protein	9.83	70.45	17.61	15.36	57.89	69.34
650471445	306	hypothetical protein	48.76	94.46	42.36	36.68	114.72	145.93
650471446	330	hypothetical protein	12.33	91.57	54.01	3.78	95.38	65.72
650471447	321	hypothetical protein	21.13	57.3	25.24	23.31	45.25	91.41
650471448	1524	Tetratricopeptide TPR_1 repeat-containing protein	24.03	81.9	40.4	35.19	108.82	107.99
650471449	564	hypothetical protein	125.07	132.78	143.64	81.81	216.78	221.68
650471450	339	hypothetical protein	96.03	279.05	138.61	117.72	403.51	334.95
650471451	246	hypothetical protein	22.06	58.75	46.11	20.28	49.21	77.79
650471452	1353	Hedgehog/intein hint domain protein	122.31	126.24	155.68	119.82	127.94	103.72
650471453	138	hypothetical protein	0	0	0	0	0	0
650471454	390	hypothetical protein	13.91	23.58	0	12.79	9.31	6.54
650471455	342	hypothetical protein	186.42	595.47	198.98	153.15	261.93	346.93
650471456	315	hypothetical protein	68.9	62.57	15.43	59.38	42.27	60.75
650471457	297	hypothetical protein	22.84	53.09	10.91	25.19	61.14	34.37
650471458	1260	transposase IS116/IS110/IS902 family protein	0	1.04	3.86	0	0.96	1.01
650471459	552	hypothetical protein	9.83	4.76	5.87	6.78	4.39	4.62
650471460	351	hypothetical protein	0	11.23	0	7.11	10.35	14.54
